cosmosvaloper,cosmos,moniker,pubkey,address,cosmosvalcons,bonded,neutron-1-cosmosvalcons,neutron-1-address,stride-1-cosmosvalcons,stride-1-address
cosmosvaloper1vvwtk805lxehwle9l4yudmq6mn0g32px9xtkhc,cosmos1vvwtk805lxehwle9l4yudmq6mn0g32pxqjlrmt,Imperator.co,U4ssXnFQCpZV/hZh+r3L71ZloasEcXR//LdIVR9zQb4=,0B42E47F154E24D10184BB12E32347AAC61C6B80,cosmosvalcons1pdpwglc4fcjdzqvyhvfwxg684trpc6uqck5sxk,BOND_STATUS_BONDED,cosmosvalcons1k9cc8c40uvl0qw6drtkexekpn75mnaetvut4mx,B17183E2AFE33EF03B4D1AED9366C19FA9B9F72B,cosmosvalcons1hg73fquwscn3zph3ayss509lgzyk4wzfzvw24f,BA3D14838E86271106F1E9210A3CBF40896AB849
cosmosvaloper1vwweykn96nk2d2c7r60cd3ym5pt643z627t9jy,cosmos1vwweykn96nk2d2c7r60cd3ym5pt643z602ls7h,sleepykitten,LaUP/+gwLsPPwqVgJyviUwY6Uve7t8QxeChSyY8pRyw=,,,BOND_STATUS_UNBONDED,,,,
cosmosvaloper1v0g7guekttkdmerz5z8hjj8u8j68c6p00zqgf5,cosmos1v0g7guekttkdmerz5z8hjj8u8j68c6p02k5a98,✨👱🏻‍♀️ JADE DAO 👱🏻‍♀️✨,LZuupXMba4Ac+fnOEjCa89+NbIMfuAeB9QtHu6KqeA8=,,,BOND_STATUS_UNBONDED,,,,
cosmosvaloper1vsc7v43kmz7m8kpcxlwwjysa72k5u5gpknu57h,cosmos1vsc7v43kmz7m8kpcxlwwjysa72k5u5gpn8gpjy,blocktest,9eYdYijvZKPcFyzNPgdidDYANm7cjjv3YeMb/bj7Wtc=,,,BOND_STATUS_UNBONDED,,,,
cosmosvaloper1v34d48p2z8mttnly3n9es2aqsqkem9pr6f0fdy,cosmos1v34d48p2z8mttnly3n9es2aqsqkem9prlamuph,blocktest111,zf4JfMRoRgqsvDXnJGNFUkamGw+djI/TXOAaihfscfs=,,,BOND_STATUS_UNBONDED,,,,
cosmosvaloper1vjqault583hwktfj63k2hh7r02sj2a66fmvzqz,cosmos1vjqault583hwktfj63k2hh7r02sj2a66v0chv3,Simply VC Genesis,by0WjAY1EHgpi2fCIvggfrmvZdOjl+GpyGLnlySbIVE=,,,BOND_STATUS_UNBONDED,,,,
cosmosvaloper1vjn3559ncztu87qj8v4ryasgny7vjfx7jhxzu6,cosmos1vjn3559ncztu87qj8v4ryasgny7vjfx7hrjhsf,Anonstake,ncIvnaHj+Z5sZm3PXwW/145+MeMlr+xH66suKxdyqi4=,,,BOND_STATUS_UNBONDED,,,,
cosmosvaloper1v5y0tg0jllvxf5c3afml8s3awue0ymju89frut,cosmos1v5y0tg0jllvxf5c3afml8s3awue0ymjuz3aksc,Zero Knowledge Validator (ZKV),Lbk6LJSg/x/Paa6Wk15P12B7+EE2G35Lem+edKZ6siE=,ED509E78097E1306A91FEDE8E85B75D06BDDF6E3,cosmosvalcons1a4gfu7qf0cfsd2glah5wskm46p4amahrjvtw2p,BOND_STATUS_BONDED,cosmosvalcons16fe9qnjc6a8vqzczy9eud7vnzy7g5teh3g79zx,D272504E58D74EC00B022173C6F993113C8A2F37,cosmosvalcons178nhgnkfv3wv5zprwykhaczxqtwklq8uhe00dd,F1E7744EC9645CCA0823712D7EE04602DD6F80FC
cosmosvaloper1vk706z2tfnqhdg6jrkngyx7f463jq58nj0x7p7,cosmos1vk706z2tfnqhdg6jrkngyx7f463jq58nhmjtdd,Dont Use,eBvGu7/ggkoFf+cpzeLUSFU4KAlVpBjrwPj8ROqdQak=,,,BOND_STATUS_UNBONDED,,,,
cosmosvaloper1vh3mytf5mahtqkdzg76v6j6xtu7wks9dejqlhe,cosmos1vh3mytf5mahtqkdzg76v6j6xtu7wks9dux52m2,Numenor.one,gH0bJ5bvniTk04/zKUDTEWZd1xPLQlNNFK3qBfSKUwU=,,,BOND_STATUS_UNBONDED,,,,
cosmosvaloper1v69lzl909kje64k8vae24uytpxcnpxgullz2dx,cosmos1v69lzl909kje64k8vae24uytpxcnpxgu6tklp4,TerraBitcoin Club,wShrvIuQC+GsUYAM3GZj/dMoDqKtGXKl6XQ2yQCkA5s=,88A65045F5EE502560826DA07F739BA9EBA8470C,cosmosvalcons13zn9q304aegz2cyzdks87uum4846s3cvt3rfll,BOND_STATUS_BONDED,cosmosvalcons13zn9q304aegz2cyzdks87uum4846s3cvt3rfll,88A65045F5EE502560826DA07F739BA9EBA8470C,cosmosvalcons13zn9q304aegz2cyzdks87uum4846s3cvt3rfll,88A65045F5EE502560826DA07F739BA9EBA8470C
cosmosvaloper1v6fqxzhzvvjgqmcreffvvvazvws46pwcvyaw4x,cosmos1v6fqxzhzvvjgqmcreffvvvazvws46pwcfsfme4,Wolf 1,4Vexj1l3t+SJxGpcrrL29isTCXh6nwTAPr2JLXSdXfk=,,,BOND_STATUS_UNBONDED,,,,
cosmosvaloper1vu8ygkp3jvqy3a6s8d7f9lepppr063fqn9mapd,cosmos1vu8ygkp3jvqy3a6s8d7f9lepppr063fqk30gd7,Supernova,F0JvB/nuNFIzPFZUJ8sIQxasvHJJtcYL1sEoUVlR/9g=,,,BOND_STATUS_UNBONDED,,,,
cosmosvaloper1vulhv3det93gr20dmm32zlt3y3qgx8srk0thaf,cosmos1vulhv3det93gr20dmm32zlt3y3qgx8srnmlz36,test-pl-validator,Z8jJURtQxI+KLg6ePxfbODt2yJhu+6MBts7/lu3xRow=,,,BOND_STATUS_UNBONDED,,,,
cosmosvaloper1v78emy9d2xe3tj974l7tmn2whca2nh9zp7s0u9,cosmos1v78emy9d2xe3tj974l7tmn2whca2nh9zy2y6sk,a41,bDO9bUrbyg0f1pTpmjjZU5cgsweCWdwL6HUVnsKJi7k=,FAEF5C328BB4D49C509C254C6D0E5E7304309AD6,cosmosvalcons1lth4cv5tkn2fc5yuy4xx6rj7wvzrpxkkqg3my5,BOND_STATUS_BONDED,cosmosvalcons1lth4cv5tkn2fc5yuy4xx6rj7wvzrpxkkqg3my5,FAEF5C328BB4D49C509C254C6D0E5E7304309AD6,cosmosvalcons1lth4cv5tkn2fc5yuy4xx6rj7wvzrpxkkqg3my5,FAEF5C328BB4D49C509C254C6D0E5E7304309AD6
cosmosvaloper1vlmgjhwt2r8ddwxygsudqyg7tqqdmlkflvwt8q,cosmos1vlmgjhwt2r8ddwxygsudqyg7tqqdmlkf6c67tn,Altiplanic,PcihcINA2omjgSGiQcc2nnEfsC22468S6LOGEuV5EYM=,,,BOND_STATUS_UNBONDING,,,,
cosmosvaloper1dqp325was50l7ut2lnx6s8xhmtwj3wrtx06gzu,cosmos1dqp325was50l7ut2lnx6s8xhmtwj3wrtrmwaw0,Nocturnal Labs,H1Qb15Q5zvLWdeavlwkFgtDhXR8njaAz0aO5EfgP5kk=,F9449693BE48294ECFFF47F5AFB3C31C1DFAB313,cosmosvalcons1l9zfdya7fq55anllgl66lv7rrswl4vcnmz5h74,BOND_STATUS_BONDED,cosmosvalcons1vl4xcwfk686hxz37qme37anlmq4ksdpppxtj33,67EA6C3936D1F5730A3E06F31F767FD82B683421,cosmosvalcons1m6y7mwntxpsa477tcqm7726qsrl79p8zlp7hc9,DE89EDBA6B3061DAFBCBC037EF2B4080FFE284E2
cosmosvaloper1dzv2cfhynf9xqgz9xae4y94ychxy4gus6rhw8u,cosmos1dzv2cfhynf9xqgz9xae4y94ychxy4guslhrmt0,Active Nodes,yF3PKQgErZ6hr7mn/PZ4TkfsCfdFHvpVF0k2fuJ7InQ=,,,BOND_STATUS_UNBONDED,,,,
cosmosvaloper1dzwa9q95cdwn2ys3m98j6nktxnw4y04vjj94kl,cosmos1dzwa9q95cdwn2ys3m98j6nktxnw4y04vhx3q6v,Commons Hub,ttQu/zmtyHHb6vpqJ1M4eA9bJpuwx2jnqjzmtIqyyaU=,,,BOND_STATUS_UNBONDED,,,,
cosmosvaloper1d8dvurm066vxhjxyaraml3esff9cywften2lec,cosmos1d8dvurm066vxhjxyaraml3esff9cywftu8724t,AG_Node_A,TejMLTsDGDpBW5+Wf8Vf/qyC4l8ATJs0BMamn00gHGw=,,,BOND_STATUS_UNBONDED,,,,
cosmosvaloper1dt93l3qgmhhlp97srjyqyendrgu9nx0suxtwe8,cosmos1dt93l3qgmhhlp97srjyqyendrgu9nx0sejlm45,天照☀,ils2v7pMD3f3JLodaXHIlsv46BRe+bOir3FNivhIzWo=,,,BOND_STATUS_UNBONDING,,,,
cosmosvaloper1dt4h3hn9zpxvm2t26erf96aaszp3va2wkq28ez,cosmos1dt4h3hn9zpxvm2t26erf96aaszp3va2wn57j43,deleteme,LLb+pdI4LjDIeoC4Sk8rg+im66AscOVS4p/6+OloeBI=,,,BOND_STATUS_UNBONDED,,,,
cosmosvaloper1ddle9tczl87gsvmeva3c48nenyng4n56nghmjk,cosmos1ddle9tczl87gsvmeva3c48nenyng4n56kurw79,Witval,1JnB586AElesgc95XXB45DM7jAhZqKpqLxbSNOFd2cU=,6EA863B44BA369F739E65595770DAB92C89A9212,cosmosvalcons1d65x8dzt5d5lww0x2k2hwrdtjtyf4ysjdyv245,BOND_STATUS_BONDED,cosmosvalcons19gf8mg0qj8wf9sh9gmurxne87cj8fu2s9u6whl,2A127DA1E091DC92C2E546F8334F27F62474F150,cosmosvalcons148zfyw6kh3s8neq9x858p8cxztrs6d0en09ck8,A9C4923B56BC6079E40531E8709F0612C70D35F9
cosmosvaloper1d0aup392g3enru7eash83sedqclaxvp7fzh6gk,cosmos1d0aup392g3enru7eash83sedqclaxvp7vkr0y9,Stir,+WXgBcxP3hgEm75hKp1xW/vRSM/apOlwhm+E6kbgnaE=,818964B4FB36D28109C3E853778B33231B27C5FC,cosmosvalcons1sxykfd8mxmfgzzwrapfh0zenyvdj030ud35k24,BOND_STATUS_BONDED,cosmosvalcons1xe9zqg0gp6df8lluz2j29r07g46raaa29gjg8z,364A2021E80E9A93FFFC12A4A28DFE45743EF7AA,cosmosvalcons1sxykfd8mxmfgzzwrapfh0zenyvdj030ud35k24,818964B4FB36D28109C3E853778B33231B27C5FC
cosmosvaloper1dse76yk5jmj85jsd77ewsczc4k3u4s7a870wtj,cosmos1dse76yk5jmj85jsd77ewsczc4k3u4s7az2mm8p,gf.network,k3BUDcCmzNWhWrsKv1CR+uHeRGvaNB8oL23PGsZyrDQ=,,,BOND_STATUS_UNBONDED,,,,
cosmosvaloper1dcf60vccyvqewnnm7sq5prrrrd98fzwruj2ntp,cosmos1dcf60vccyvqewnnm7sq5prrrrd98fzwrex7x8j,O'Leary Labs,eEy6wLU5wkqGq2ZbKSG7QoRS2W9TJtjxEHLfppXo1as=,,,BOND_STATUS_UNBONDED,,,,
cosmosvaloper1de7qx00pz2j6gn9k88ntxxylelkazfk3g8fgh9,cosmos1de7qx00pz2j6gn9k88ntxxylelkazfk3dnaamk,Cosmic Validator | 100% Uptime & Auto-compound,cOgTyf7W0kbPzsWAL1T/G+VHiciCVzSFiBaGJ47MYBw=,407F144D1C9DEA4EE6A8CBC2D4C022A657506B83,cosmosvalcons1gpl3gngunh4yae4ge0pdfspz5et4q6ury3yyvp,BOND_STATUS_BONDED,cosmosvalcons19jv6hrdjvec6n8lk6rs27pyxaex3cfzaqragd5,2C99AB8DB26671A99FF6D0E0AF0486EE4D1C245D,cosmosvalcons1hrzpvyy5fp9qnqycj6adatrgstug833l8h8puc,B8C4161094484A09809896BADEAC6882F883C63F
cosmosvaloper1dm9tz58y5mvw85yrjv7h979lnf9ckc445tzrzx,cosmos1dm9tz58y5mvw85yrjv7h979lnf9ckc443lkkw4,Gundam Stake,+PGsJVQ4pgIhDheroj/ixkkR8YryFczE30Vh6XVDagc=,,,BOND_STATUS_UNBONDED,,,,
cosmosvaloper1dm6n0u6l7vwn7nyy87gzmfjryg5jsg9kzn6kng,cosmos1dm6n0u6l7vwn7nyy87gzmfjryg5jsg9k88wrlm, Consensus One,h3RlIKMb/VWGikfZYNHHm4DJ5KF5cNkEVVL1ZVBe0U8=,,,BOND_STATUS_UNBONDED,,,,
cosmosvaloper1wqy2s6nwnxj57l0l5rdjxxr646p3al6y70435m,cosmos1wqy2s6nwnxj57l0l5rdjxxr646p3al6ymmpycg,Klub Staking,KDfZS95BDOjVAfIb5h8+3/QWnDtygldvMll1oPTy5do=,5D741966C127B6F66C09CC86DC9E4AC2E28263C7,cosmosvalcons1t46pjekpy7m0vmqfejrde8j2ct3gyc78sgr66f,BOND_STATUS_BONDED,cosmosvalcons13zn43x6a84k7txqamw0v27njt607zux352z3q0,88A7589B5D3D6DE5981DDB9EC57A725E9FE170D1,cosmosvalcons19a96hmwa0samav482llj7fh0fxnpsudh884fkc,2F4BABEDDD7C3BBEB2A757FF2F26EF49A61871B7
cosmosvaloper1wqdc7szc4fxp0pg8yfq76e5qqq3trpv27vewr6,cosmos1wqdc7szc4fxp0pg8yfq76e5qqq3trpv2mcdm0f,CryptoPath,NpnHzjEQEdeMx7+9vFuuLbrk5rSkW6O9ij4d80XNCKw=,,,BOND_STATUS_UNBONDED,,,,
cosmosvaloper1wp9jne5t3e4au7u8gfep90g59j0qdhpeqvlg7n,cosmos1wp9jne5t3e4au7u8gfep90g59j0qdhpe9ctajq,Newroad Network,16r0nGqJh+q4tf0y4qb6mdwOcWjalBdohBkaCj/bQ2w=,,,BOND_STATUS_UNBONDED,,,,
cosmosvaloper1wrx0x9m9ykdhw9sg04v7uljme53wuj03aa5d4f,cosmos1wrx0x9m9ykdhw9sg04v7uljme53wuj03cfqce6,Meria,HiJx5FTqpD8Uy4s22yFnm16RNGu5jCzjLA5OED8NQPg=,D269A81C7741F458C31DB7FB14C58176421FB2F8,cosmosvalcons16f56s8rhg8693scakla3f3vpwepplvhc6uc0qs,BOND_STATUS_BONDED,cosmosvalcons12fjev5ccd27yzl2hhxaxg54ph23u0lp4mx0wkn,52659653186ABC417D57B9BA6452A1BAA3C7FC35,cosmosvalcons1gu0juzwn0e868ceqdvkh2cz7d83946xmj0k8gz,471F2E09D37E4FA3E3206B2D75605E69E25AE8DB
cosmosvaloper1wrxkqna8w5ldl3twgmyne6fvt9hsfgmksrjwlj,cosmos1wrxkqna8w5ldl3twgmyne6fvt9hsfgmk4hxmnp,discontinued,wL8uqJk5ZYvyXGIkD/gp8/KxLYvqTQr8g6s/yI95Fjw=,,,BOND_STATUS_UNBONDED,,,,
cosmosvaloper1wtv0kp6ydt03edd8kyr5arr4f3yc52vp3u2x3u,cosmos1wtv0kp6ydt03edd8kyr5arr4f3yc52vp5g7na0,kytzu,eInQcvrB2bkkSV1jwBPpVmUgywzgVCGuFqv4QRzQAos=,,,BOND_STATUS_UNBONDED,,,,
cosmosvaloper1wdrypwex63geqswmcy5qynv4w3z3dyef2qmyna,cosmos1wdrypwex63geqswmcy5qynv4w3z3dyef0503lw,Stakeflow,g/K/WCk6kfg6kiymEObDD31v6QPRra8JYEFJPd0SOq0=,2B9A55D3BF93D7375DD207B75C5ED4D2B91D9146,cosmosvalcons19wd9t5alj0tnwhwjq7m4chk562u3my2xwt72qg,BOND_STATUS_BONDED,cosmosvalcons1qcealazlf0rsq62k499szqq77x3j4396vrvaxk,0633DFF45F4BC7006956A94B01001EF1A32AC4BA,cosmosvalcons1e0ntwm9ks6arknfjrurjeetclyxqxcdj24ddcj,CBE6B76CB686BA3B4D321F072CE578F90C0361B2
cosmosvaloper1wd8vquxza6svsvvnh489tdvg9vdjjfpepcfvf9,cosmos1wd8vquxza6svsvvnh489tdvg9vdjjfpeyvae9k,DeBank,TUAVoUztUjR5EaYqH8/gfNEyaqBka9KwVyRKzjDydJM=,,,BOND_STATUS_UNBONDED,,,,
cosmosvaloper1wwspfe7whh3zu4ql5rvpg044lyk6cuu7fpnd9e,cosmos1wwspfe7whh3zu4ql5rvpg044lyk6cuu7v48cf2,Bit Cat🐱,F4n7C07ocO7S0UT8y+spa8FvYA4KhmvT6X/9+7IXrs4=,,,BOND_STATUS_UNBONDED,,,,
cosmosvaloper1wwcp3ath738qcy3panwqxtva3w28kvqdjw5hee,cosmos1wwcp3ath738qcy3panwqxtva3w28kvqdh6qz42,BigBrainStaking,kOw24M8wA1V0IRpFLwMAt2V9mXFwb7XDbZmrxErSBHA=,ABF56B06881572FD0E8CF3DDFC29D8790CF86DE0,cosmosvalcons1406kkp5gz4e06r5v70wlc2wc0yx0sm0q6cwg6e,BOND_STATUS_BONDED,cosmosvalcons1406kkp5gz4e06r5v70wlc2wc0yx0sm0q6cwg6e,ABF56B06881572FD0E8CF3DDFC29D8790CF86DE0,cosmosvalcons1406kkp5gz4e06r5v70wlc2wc0yx0sm0q6cwg6e,ABF56B06881572FD0E8CF3DDFC29D8790CF86DE0
cosmosvaloper1w024sqzpvj5g57maxmvnlzellzwapwsv42360d,cosmos1w024sqzpvj5g57maxmvnlzellzwapwsvs790r7, Earn Stash,2OntX+A24r/QZJxO4KcP7dodb6W216liuMme/XIE8vI=,,,BOND_STATUS_UNBONDED,,,,
cosmosvaloper1w0330zv7quttes76vmdhda3tnz045uqs37wfx0,cosmos1w0330zv7quttes76vmdhda3tnz045uqs526u2u,Mythos,C2vWp/xo2R7sY5xB5iWnkc+OT8d56paNOOrlXMgggc4=,,,BOND_STATUS_UNBONDED,,,,
cosmosvaloper1w0494h0l4mneaq7ajkrcjvn73m2n04l87j2nst,cosmos1w0494h0l4mneaq7ajkrcjvn73m2n04l8mx7xuc,heaven,4bPLheiRz8psfLc6IQzYqOcpc7b8KpGpAjfdKqShP9M=,,,BOND_STATUS_UNBONDED,,,,
cosmosvaloper1w42lm7zv55jrh5ggpecg0v643qeatfkd9aqf3f,cosmos1w42lm7zv55jrh5ggpecg0v643qeatfkdqf5ua6,mythos-legacy,FrxZm4ptkt0QtyLA5iVCqTmWD6AlrbVXVeornQlePeI=,,,BOND_STATUS_UNBONDED,,,,
cosmosvaloper1we6knm8qartmmh2r0qfpsz6pq0s7emv3e0meuw,cosmos1we6knm8qartmmh2r0qfpsz6pq0s7emv3um0vsa,Staked,11pGwt6bot1EC5xeug8mulFNBBWsHV+X7XrxLUmTNF8=,7B3A2EFE5B3FCDF819FCF52607314CEFE4754BB6,cosmosvalcons10vazaljm8lxlsx0u75nqwv2valj82jak592py8,BOND_STATUS_BONDED,cosmosvalcons1zwuc4se5nky9tc2ss68r3n5pffpfdwchsqyw78,13B98AC3349D8855E150868E38CE814A4296BB17,cosmosvalcons18utgyyle438ttah3yx5yyxsthsrkh8pcrlatrl,3F168213F9AC4EB5F6F121A8421A0BBC076B9C38
cosmosvaloper1w6em34qympp59ecdu4ef4f5elcdlyp787tahxd,cosmos1w6em34qympp59ecdu4ef4f5elcdlyp78mlfz27,bantest,CZv3QpbpHmTegBKO0CTh4uNHenPlZC9kuuz/6+xEqH4=,,,BOND_STATUS_UNBONDED,,,,
cosmosvaloper1wmdp7z3wr98wxn54u8x7tjk4fk2cp9rwle4rlc,cosmos1wmdp7z3wr98wxn54u8x7tjk4fk2cp9rw6dpknt,Dora Factory,xvqU/ReNuEPIfhheGFGMywMMdzrJbKpRrvcEp/USN/M=,,,BOND_STATUS_UNBONDED,,,,
cosmosvaloper1wukx88lfn7l4gfmrgsy96h6kf5tvrv3ucg502l,cosmos1wukx88lfn7l4gfmrgsy96h6kf5tvrv3uauq6xv,#NGC StakeX,dRb4rPlc2+hMk7Rtjbo/O/uQ9NM5V+vu2mP+1ARh1iw=,,,BOND_STATUS_UNBONDED,,,,
cosmosvaloper1wa9zrywwzzwcvarngjq3rrhv6z9gzw4htq3sv3,cosmos1wa9zrywwzzwcvarngjq3rrhv6z9gzw4hw599qz,BTC.Secure,rKpLuOQh6U47A7wyP/Wzcp2jmKZmkGcSvMiL6h3HYAg=,,,BOND_STATUS_UNBONDED,,,,
cosmosvaloper1wauge4px27c257nfn4k3329wteddqw7gs3n66u,cosmos1wauge4px27c257nfn4k3329wteddqw7g4980k0,DappPub,B1KW35dqxvbqfzrcEfTBh6oI7NPRwWmPJq6oRpcYL94=,,,BOND_STATUS_UNBONDED,,,,
cosmosvaloper1w7xcxu92mrw6tp8tx7y7hy5t832v4mx5e6j7ss,cosmos1w7xcxu92mrw6tp8tx7y7hy5t832v4mx5uwxtur,Interbloc,V0pWoI4GUtc6wKxqLyAKdmj1ArcsRVBu+uGv/eIWchU=,,,BOND_STATUS_UNBONDED,,,,
cosmosvaloper1wlpz5hau2ezu0gmuxav63m53d8s77az9wfzlt6,cosmos1wlpz5hau2ezu0gmuxav63m53d8s77az9tak28f,🙏 uGaenn ⛅,KU+Vx/eMOzItRS6GRt70bPOtYm88aaewXsAeODvEmxQ=,,,BOND_STATUS_UNBONDED,,,,
cosmosvaloper1wlagucxdxvsmvj6330864x8q3vxz4x02rmvmsu,cosmos1wlagucxdxvsmvj6330864x8q3vxz4x02x0cwu0,DSRV,efOai5jzck+C46Zt8ruUcD1w2E7wnDnL9u2ATsODIPg=,B2336DC86A74A6F8552D7F686AC0983EF4E0B0CE,cosmosvalcons1kgekmjr2wjn0s4fd0a5x4syc8m6wpvxwp9kvln,BOND_STATUS_BONDED,cosmosvalcons1rgkl5vftsmy0n9hn6vd2y486qhpzgm2p6qzzg5,1A2DFA312B86C8F996F3D31AA254FA05C2246D41,cosmosvalcons1hr0ncemcr36s9uewhanvupt2n769qddutt4xce,B8DF3C67781C7502F32EBF66CE056A9FB45035BC
cosmosvaloper10qp0aaj5ugtls6qjy36820ea6yhy5wrm6p533s,cosmos10qp0aaj5ugtls6qjy36820ea6yhy5wrml4qyar,kiln-beta,fu+CjX4HKEOArweNt7/GkjFg84Sl8OR+3b95hVaqEjI=,,,BOND_STATUS_UNBONDED,,,,
cosmosvaloper10rt48q0geutn5ajrw502xuq7k5u6jq0kpf60j9,cosmos10rt48q0geutn5ajrw502xuq7k5u6jq0kyaw67k,UniverseDAO,+Nh2K1ButKgthhuxsGgECjH3gp8zTGIqe+6LyZTlz6U=,,,BOND_STATUS_UNBONDED,,,,
cosmosvaloper10rnghuzfntag7dxhqwfeamhuzyymcd3kqpewzh,cosmos10rnghuzfntag7dxhqwfeamhuzyymcd3k94dmwy,BasBlock,pbgcZd83SbU+Hy6gNmpc58fHlM5nTLl+G9Oq3D3BWQA=,,,BOND_STATUS_UNBONDED,,,,
cosmosvaloper108yt8qsc79gs5rhyrmmdke4tr9zcsykfl9uv03,cosmos108yt8qsc79gs5rhyrmmdke4tr9zcsykf63gerz,Validators United,8/fr9MzCquh9SeFhNd5LGvpykg0gu0ex8VwUCqAj70Q=,,,BOND_STATUS_UNBONDED,,,,
cosmosvaloper1083svrca4t350mphfv9x45wq9asrs60cdmrflj,cosmos1083svrca4t350mphfv9x45wq9asrs60cg0hunp,Notional,SRCGDt6z8TFeUjGZt88gBSi4pSRyzbEuba5HB15A0jQ=,1BB296700D6FCF2318AADA2D098E4D40479B6C7E,cosmosvalcons1rwefvuqddl8jxx92mgksnrjdgprekmr79r2t07,BOND_STATUS_BONDED,cosmosvalcons1rwefvuqddl8jxx92mgksnrjdgprekmr79r2t07,1BB296700D6FCF2318AADA2D098E4D40479B6C7E,cosmosvalcons1rwefvuqddl8jxx92mgksnrjdgprekmr79r2t07,1BB296700D6FCF2318AADA2D098E4D40479B6C7E
cosmosvaloper10g9dqqnaskpy0c06r9ejyx9g0k2hyv0sljl2qw,cosmos10g9dqqnaskpy0c06r9ejyx9g0k2hyv0s6xtlva,Nodiums,kLIXk8sC1baq7vpkugs6BnMFEfDS1IFEeVS2HKZpCHk=,,,BOND_STATUS_UNBONDED,,,,
cosmosvaloper10f9wkd6vdspac05djyfwfx0uxcqxapnqhnkcg8,cosmos10f9wkd6vdspac05djyfwfx0uxcqxapnqj8zdy5,Shutting down please redelegate,OcLXkfrzTaix1evVDKjeax5O//mkVSHPcmE+gWhnh8o=,,,BOND_STATUS_UNBONDED,,,,
cosmosvaloper102zp2v3ysn8nhuk5q7lvxzsthg8usmw2c0s405,cosmos102zp2v3ysn8nhuk5q7lvxzsthg8usmw2amyqr8,Validatrium.com - 0% fee,zn2odhaZlED/VQ5OBhQoHF3Y6dl+tCVonXi6o88w6Rs=,,,BOND_STATUS_UNBONDED,,,,
cosmosvaloper102ruvpv2srmunfffxavttxnhezln6fnc54at8c,cosmos102ruvpv2srmunfffxavttxnhezln6fnc3pf7tt,Ztake.org,K7PFMeLp0twwz3RDAvlWoz0N6vTsCg6KeKx8xwUm5Hw=,42D6705E716616B4A5442BDAA050B7C6E9FDDE43,cosmosvalcons1gtt8qhn3vcttff2y90d2q59hcm5lmhjrr5menw,BOND_STATUS_BONDED,cosmosvalcons1ytdpd6v9eyrpdh2wc9jxu79jdvx2k6x9r3uv8v,22DA16E985C90616DD4EC1646E78B26B0CAB68C5,cosmosvalcons128h5pqdccfumy92lz6vcwxzl2usn56c2tt7upx,51EF4081B8C279B2155F169987185F57213A6B0A
cosmosvaloper10wz6lfhmqfw6egg0062ytnawaj6vr89ly5g4yg,cosmos10wz6lfhmqfw6egg0062ytnawaj6vr89lpquqgm,BitMax Staking,XvSvmQe+6rxMDEW0U0NZR9aYAK7WWxxsHoykhsesh9g=,,,BOND_STATUS_UNBONDED,,,,
cosmosvaloper10wljxpl03053h9690apmyeakly3ylhejrucvtm,cosmos10wljxpl03053h9690apmyeakly3ylhejxgve8g,Ledger,8KD85R8EMmFataztLyUO40jp1o21+A6pbsoAL/m1SBI=,3B845C9AF1D69E9FBB620B69AB226B28BAC97985,cosmosvalcons18wz9exh3660flwmzpd56kgnt9zavj7v9uum0aw,BOND_STATUS_BONDED,cosmosvalcons1r572f92dmf2vxry63q4483v5tqflwhr4v45scn,1D3CA4954DDA54C30C9A882B53C5945813F75C75,cosmosvalcons1r572f92dmf2vxry63q4483v5tqflwhr4v45scn,1D3CA4954DDA54C30C9A882B53C5945813F75C75
cosmosvaloper1000ya26q2cmh399q4c5aaacd9lmmdqp90kw2jn,cosmos1000ya26q2cmh399q4c5aaacd9lmmdqp92z6l7q,Staking Fund,yWPYIfSf5yi/MlBzEZx2yMhOJ/daXRx8Eg3NOso8V7c=,000AA5ABF590A815EBCBDAE070AFF50BE571EB8B,cosmosvalcons1qq92t2l4jz5pt67tmts8ptl4p0jhr6utx5xa8y,BOND_STATUS_BONDED,cosmosvalcons1hq9c8qew8tfpl25msvgklmpfe2w4lwhxatslrl,B80B83832E3AD21FAA9B83116FEC29CA9D5FBAE6,cosmosvalcons1vwsca7d9x43vct5zmdjcwgflku69whp5wyymvy,63A18EF9A53562CC2E82DB6587213FB734575C34
cosmosvaloper103agss48504gkk3la5xcg5kxplaf6ttnuv234h,cosmos103agss48504gkk3la5xcg5kxplaf6ttnec7yey,MANTRA DAO,4JG2XY/etwz9fe4rDCAUkaIxpI9jmgiJqKqZQxp3758=,,,BOND_STATUS_UNBONDED,,,,
cosmosvaloper10jzj3jjd3frna0ay08sh4zu4fpy957s49jkk7m,cosmos10jzj3jjd3frna0ay08sh4zu4fpy957s4qxzrjg,Onbloc Node,s11j8L7dxnSWJR8piA8ncX8NQhNT7zDfBiphviLxlWk=,734D445D854593CEFB8EF0C443E9238F07E777AA,cosmosvalcons1wdx5ghv9gkfua7uw7rzy86fr3ur7waa2dtyegj,BOND_STATUS_BONDED,cosmosvalcons1mps2dwtywf3ast7m57kcpvxuq9np9xud0ff5r5,D860A6B9647263D82FDBA7AD80B0DC0166129B8D,cosmosvalcons1fyu68dhzyzkac8f3afz9knlfsmeqyg5ha7w3qa,4939A3B6E220ADDC1D31EA445B4FE986F2022297
